REF_AREA,TIME_PERIOD,OBS_VALUE,DATABASE_ID,TIME_FORMAT,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL
UZB,2013,7.29655037,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2013,0.463390415,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2013,1.343094036,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2013,5.55351081,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
VIR,2013,-6.285155295,WB_WDI,P1Y,PU,Annual,Virgin Islands (U.S.),GDP growth (annual %)
PSE,2013,4.698569866,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
YEM,2013,4.823519085,WB_WDI,P1Y,PU,Annual,"Yemen, Rep.",GDP growth (annual %)
ZMB,2013,5.05753695,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,2013,1.98948554,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,2014,3.920389702,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
UZB,2022,6.001342322,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2022,5.186228624,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2022,8.000913107,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2022,8.537500468,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
VIR,2022,-1.311232063,WB_WDI,P1Y,PU,Annual,Virgin Islands (U.S.),GDP growth (annual %)
PSE,2022,4.082760273,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
ZMB,2022,5.211223604,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,2022,6.139263276,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,2023,1.931160352,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,2023,3.662427529,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
ARB,2023,1.634950223,WB_WDI,P1Y,PU,Annual,Arab World,GDP growth (annual %)
CSS,2023,8.83833676,WB_WDI,P1Y,PU,Annual,Caribbean small states,GDP growth (annual %)
CEB,2023,0.707363295,WB_WDI,P1Y,PU,Annual,Central Europe and the Baltics,GDP growth (annual %)
EAR,2023,4.59507205,WB_WDI,P1Y,PU,Annual,Early-demographic dividend,GDP growth (annual %)
EAS,2023,4.205667383,WB_WDI,P1Y,PU,Annual,East Asia & Pacific,GDP growth (annual %)
TEC,2013,3.350449107,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2013,-0.033040574,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2013,3.313541395,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2013,5.767166834,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2013,1.614001252,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2013,5.214383314,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2013,5.21895806,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2013,5.672519135,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2013,4.866857934,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2013,5.27366947,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2013,5.639820524,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2013,2.715788502,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,2013,2.768864736,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
UMC,2008,6.313325949,WB_WDI,P1Y,PU,Annual,Upper middle income,GDP growth (annual %)
WLD,2008,2.092394584,WB_WDI,P1Y,PU,Annual,World,GDP growth (annual %)
AFG,2008,3.92498382,WB_WDI,P1Y,PU,Annual,Afghanistan,GDP growth (annual %)
ALB,2008,6.907062307,WB_WDI,P1Y,PU,Annual,Albania,GDP growth (annual %)
DZA,2008,2.499999999,WB_WDI,P1Y,PU,Annual,Algeria,GDP growth (annual %)
ASM,2008,-2.657342657,WB_WDI,P1Y,PU,Annual,American Samoa,GDP growth (annual %)
AND,2008,-5.559186369,WB_WDI,P1Y,PU,Annual,Andorra,GDP growth (annual %)
AGO,2008,10.78663605,WB_WDI,P1Y,PU,Annual,Angola,GDP growth (annual %)
ATG,2008,-0.014006598,WB_WDI,P1Y,PU,Annual,Antigua and Barbuda,GDP growth (annual %)
ARG,2008,4.057233103,WB_WDI,P1Y,PU,Annual,Argentina,GDP growth (annual %)
ARM,2008,6.9,WB_WDI,P1Y,PU,Annual,Armenia,GDP growth (annual %)
ABW,2008,1.835755172,WB_WDI,P1Y,PU,Annual,Aruba,GDP growth (annual %)
AUS,2008,3.623985036,WB_WDI,P1Y,PU,Annual,Australia,GDP growth (annual %)
USA,2000,4.077585757,WB_WDI,P1Y,PU,Annual,United States,GDP growth (annual %)
URY,2000,-1.929930635,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
UZB,2000,3.835,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2000,5.924809057,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2000,3.686944167,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2000,6.787316405,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
PSE,2000,-8.555572684,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
YEM,2000,6.181915593,WB_WDI,P1Y,PU,Annual,"Yemen, Rep.",GDP growth (annual %)
ZMB,2000,3.897322943,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,2000,-3.059117806,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,2001,3.503533085,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,2001,5.248683241,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
ARB,2001,2.097407453,WB_WDI,P1Y,PU,Annual,Arab World,GDP growth (annual %)
CHL,2014,1.792649471,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2014,7.461900282,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2014,4.499030001,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2014,2.106669206,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2014,7.302277509,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2014,6.646065409,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2014,3.542109878,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2014,9.371999942,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2014,-0.557692914,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2014,1.047576632,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CUW,2014,-0.637398345,WB_WDI,P1Y,PU,Annual,Curaçao,GDP growth (annual %)
TCD,2017,-1.617469228,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHI,2017,1.806481314,WB_WDI,P1Y,PU,Annual,Channel Islands,GDP growth (annual %)
CHL,2017,1.357695373,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2017,6.891266362,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2017,1.359360868,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2017,3.815702113,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2017,4.241210473,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2017,-5.594773719,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2017,4.157698963,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2017,7.410762426,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2017,3.283963216,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
ECS,2012,0.315139388,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2012,4.060570817,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2012,3.454893449,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2012,-0.764417074,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2012,5.632567229,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2012,4.059863567,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2012,1.483053925,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2012,5.461896716,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2012,5.30303202,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2012,4.500724091,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2012,2.379131879,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2012,3.439532496,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2012,5.885961349,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
TEA,2009,8.015464098,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP growth (annual %)
EMU,2009,-4.482766272,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,2009,-4.431571903,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2009,-3.496654617,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2009,-4.700854774,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2009,-4.312088319,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2009,2.303831735,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2009,3.474614602,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2009,-3.347397717,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2009,2.787030696,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2009,2.964811816,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2009,5.881784162,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2009,4.172938036,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2009,5.022241083,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
EAP,2002,8.155160321,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (excluding high income),GDP growth (annual %)
TEA,2002,8.154697262,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP growth (annual %)
EMU,2002,0.946766858,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,2002,1.562785353,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2002,6.397404649,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2002,4.992526544,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2002,1.097695054,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2002,3.222288143,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2002,3.912135145,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2002,1.638892374,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2002,4.513914699,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2002,4.594320232,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2002,6.396160996,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2002,4.510086626,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2002,5.469514811,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
JPN,2014,0.296205514,WB_WDI,P1Y,PU,Annual,Japan,GDP growth (annual %)
JOR,2014,3.384078099,WB_WDI,P1Y,PU,Annual,Jordan,GDP growth (annual %)
KAZ,2014,4.200000006,WB_WDI,P1Y,PU,Annual,Kazakhstan,GDP growth (annual %)
KEN,2014,5.020111002,WB_WDI,P1Y,PU,Annual,Kenya,GDP growth (annual %)
KIR,2014,1.26366268,WB_WDI,P1Y,PU,Annual,Kiribati,GDP growth (annual %)
KOR,2014,3.214680197,WB_WDI,P1Y,PU,Annual,"Korea, Rep.",GDP growth (annual %)
XKX,2014,3.348804784,WB_WDI,P1Y,PU,Annual,Kosovo,GDP growth (annual %)
KWT,2014,0.500914669,WB_WDI,P1Y,PU,Annual,Kuwait,GDP growth (annual %)
KGZ,2014,4.024038631,WB_WDI,P1Y,PU,Annual,Kyrgyz Republic,GDP growth (annual %)
LAO,2014,7.61196344,WB_WDI,P1Y,PU,Annual,Lao PDR,GDP growth (annual %)
LVA,2014,2.094959771,WB_WDI,P1Y,PU,Annual,Latvia,GDP growth (annual %)
EMU,2006,3.324571362,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,2006,3.885770214,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2006,8.245393107,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2006,7.868270789,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2006,3.567540771,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2006,6.183097632,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2006,5.724308891,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2006,3.24109747,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2006,8.330639988,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2006,8.141451437,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2006,5.72555656,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2006,6.376350695,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2006,6.042407499,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2006,9.291463678,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
ECA,2017,6.003008998,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2017,4.371160632,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2017,2.818110455,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2017,1.301845073,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2017,5.046010232,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2017,2.49707967,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2017,5.162445444,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2017,5.072693083,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2017,2.778739303,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2017,5.218001659,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2017,3.985209048,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2017,5.262208668,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2017,1.553292273,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
LAC,2017,1.981520908,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean (excluding high income),GDP growth (annual %)
EAP,2000,7.728782294,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (excluding high income),GDP growth (annual %)
TEA,2000,7.727814643,WB_WDI,P1Y,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP growth (annual %)
EMU,2000,3.901413582,WB_WDI,P1Y,PU,Annual,Euro area,GDP growth (annual %)
ECS,2000,4.408639831,WB_WDI,P1Y,PU,Annual,Europe & Central Asia,GDP growth (annual %)
ECA,2000,6.809793459,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2000,7.381217493,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2000,3.933579559,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2000,5.186637577,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2000,2.875957226,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2000,4.279241182,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2000,5.915111838,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2000,5.746815581,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2000,3.523763518,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2000,4.362383628,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
CHI,2013,0.493931121,WB_WDI,P1Y,PU,Annual,Channel Islands,GDP growth (annual %)
CHL,2013,3.308508247,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2013,7.778724094,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2013,5.13399352,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2013,4.466163698,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2013,9.624488792,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2013,-0.712434452,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2013,2.494766112,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2013,10.76021313,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2013,-0.133645737,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2013,2.747602563,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
ECA,2015,3.416126727,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (excluding high income),GDP growth (annual %)
TEC,2015,1.426263196,WB_WDI,P1Y,PU,Annual,Europe & Central Asia (IDA & IBRD),GDP growth (annual %)
EUU,2015,2.371953046,WB_WDI,P1Y,PU,Annual,European Union,GDP growth (annual %)
FCS,2015,0.16730632,WB_WDI,P1Y,PU,Annual,Fragile and conflict affected situations,GDP growth (annual %)
HPC,2015,4.906846292,WB_WDI,P1Y,PU,Annual,Heavily indebted poor countries (HIPC),GDP growth (annual %)
HIC,2015,2.344258042,WB_WDI,P1Y,PU,Annual,High income,GDP growth (annual %)
IBD,2015,4.317245208,WB_WDI,P1Y,PU,Annual,IBRD only,GDP growth (annual %)
IBT,2015,4.248557883,WB_WDI,P1Y,PU,Annual,IDA & IBRD total,GDP growth (annual %)
IDB,2015,3.835201908,WB_WDI,P1Y,PU,Annual,IDA blend,GDP growth (annual %)
IDX,2015,3.017686182,WB_WDI,P1Y,PU,Annual,IDA only,GDP growth (annual %)
IDA,2015,3.433061989,WB_WDI,P1Y,PU,Annual,IDA total,GDP growth (annual %)
LTE,2015,4.70788935,WB_WDI,P1Y,PU,Annual,Late-demographic dividend,GDP growth (annual %)
LCN,2015,0.238232861,WB_WDI,P1Y,PU,Annual,Latin America & Caribbean,GDP growth (annual %)
URY,2015,0.370741258,WB_WDI,P1Y,PU,Annual,Uruguay,GDP growth (annual %)
UZB,2015,7.218773508,WB_WDI,P1Y,PU,Annual,Uzbekistan,GDP growth (annual %)
VUT,2015,3.965919464,WB_WDI,P1Y,PU,Annual,Vanuatu,GDP growth (annual %)
VEN,2015,-6.221371027,WB_WDI,P1Y,PU,Annual,"Venezuela, RB",GDP growth (annual %)
VNM,2015,6.987154306,WB_WDI,P1Y,PU,Annual,Vietnam,GDP growth (annual %)
VIR,2015,-0.425079702,WB_WDI,P1Y,PU,Annual,Virgin Islands (U.S.),GDP growth (annual %)
PSE,2015,3.721299671,WB_WDI,P1Y,PU,Annual,West Bank and Gaza,GDP growth (annual %)
YEM,2015,-27.99454625,WB_WDI,P1Y,PU,Annual,"Yemen, Rep.",GDP growth (annual %)
ZMB,2015,2.920375112,WB_WDI,P1Y,PU,Annual,Zambia,GDP growth (annual %)
ZWE,2015,1.779853564,WB_WDI,P1Y,PU,Annual,Zimbabwe,GDP growth (annual %)
AFE,2016,2.13011703,WB_WDI,P1Y,PU,Annual,Eastern & Southern Africa,GDP growth (annual %)
AFW,2016,0.194316483,WB_WDI,P1Y,PU,Annual,Western & Central Africa,GDP growth (annual %)
MAR,2016,0.521185506,WB_WDI,P1Y,PU,Annual,Morocco,GDP growth (annual %)
MOZ,2016,4.696990242,WB_WDI,P1Y,PU,Annual,Mozambique,GDP growth (annual %)
MMR,2016,5.862472915,WB_WDI,P1Y,PU,Annual,Myanmar,GDP growth (annual %)
NAM,2016,0.03379445,WB_WDI,P1Y,PU,Annual,Namibia,GDP growth (annual %)
NRU,2016,4.132231405,WB_WDI,P1Y,PU,Annual,Nauru,GDP growth (annual %)
NPL,2016,0.433113719,WB_WDI,P1Y,PU,Annual,Nepal,GDP growth (annual %)
NLD,2016,2.42428573,WB_WDI,P1Y,PU,Annual,Netherlands,GDP growth (annual %)
NZL,2016,3.779110684,WB_WDI,P1Y,PU,Annual,New Zealand,GDP growth (annual %)
NIC,2016,4.563147395,WB_WDI,P1Y,PU,Annual,Nicaragua,GDP growth (annual %)
NER,2016,5.740893151,WB_WDI,P1Y,PU,Annual,Niger,GDP growth (annual %)
NGA,2016,-1.616868949,WB_WDI,P1Y,PU,Annual,Nigeria,GDP growth (annual %)
BLR,2016,-2.526446446,WB_WDI,P1Y,PU,Annual,Belarus,GDP growth (annual %)
BEL,2016,1.19350273,WB_WDI,P1Y,PU,Annual,Belgium,GDP growth (annual %)
BLZ,2016,-0.018741496,WB_WDI,P1Y,PU,Annual,Belize,GDP growth (annual %)
BEN,2016,3.339673426,WB_WDI,P1Y,PU,Annual,Benin,GDP growth (annual %)
BMU,2016,-0.657206304,WB_WDI,P1Y,PU,Annual,Bermuda,GDP growth (annual %)
BTN,2016,8.475943392,WB_WDI,P1Y,PU,Annual,Bhutan,GDP growth (annual %)
BOL,2016,4.263920864,WB_WDI,P1Y,PU,Annual,Bolivia,GDP growth (annual %)
BIH,2016,3.242258222,WB_WDI,P1Y,PU,Annual,Bosnia and Herzegovina,GDP growth (annual %)
BWA,2016,7.204424759,WB_WDI,P1Y,PU,Annual,Botswana,GDP growth (annual %)
BRA,2016,-3.275916906,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,2016,-2.477917718,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
CHN,2016,6.775555628,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2016,2.087382502,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2016,3.32039988,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2016,0.393832798,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
COG,2016,-8.685243439,WB_WDI,P1Y,PU,Annual,"Congo, Rep.",GDP growth (annual %)
CRI,2016,4.204323252,WB_WDI,P1Y,PU,Annual,Costa Rica,GDP growth (annual %)
CIV,2016,7.17275964,WB_WDI,P1Y,PU,Annual,Côte d’Ivoire,GDP growth (annual %)
HRV,2016,3.466461143,WB_WDI,P1Y,PU,Annual,Croatia,GDP growth (annual %)
CUB,2016,0.512843096,WB_WDI,P1Y,PU,Annual,Cuba,GDP growth (annual %)
CUW,2016,-1.0677077,WB_WDI,P1Y,PU,Annual,Curaçao,GDP growth (annual %)
CYP,2016,6.573590809,WB_WDI,P1Y,PU,Annual,Cyprus,GDP growth (annual %)
BRA,1998,0.338097902,WB_WDI,P1Y,PU,Annual,Brazil,GDP growth (annual %)
BRN,1998,-6.657159313,WB_WDI,P1Y,PU,Annual,Brunei Darussalam,GDP growth (annual %)
BGR,1998,3.789120958,WB_WDI,P1Y,PU,Annual,Bulgaria,GDP growth (annual %)
BFA,1998,7.307719635,WB_WDI,P1Y,PU,Annual,Burkina Faso,GDP growth (annual %)
BDI,1998,4.749999995,WB_WDI,P1Y,PU,Annual,Burundi,GDP growth (annual %)
CPV,1998,12.51728579,WB_WDI,P1Y,PU,Annual,Cabo Verde,GDP growth (annual %)
KHM,1998,4.681632104,WB_WDI,P1Y,PU,Annual,Cambodia,GDP growth (annual %)
CMR,1998,4.725534848,WB_WDI,P1Y,PU,Annual,Cameroon,GDP growth (annual %)
CAN,1998,3.892886543,WB_WDI,P1Y,PU,Annual,Canada,GDP growth (annual %)
CAF,1998,4.700142379,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,1998,6.951579912,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,1998,4.180886627,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,1998,7.920792079,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,1998,0.569784088,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
CAF,2009,8.587260426,WB_WDI,P1Y,PU,Annual,Central African Republic,GDP growth (annual %)
TCD,2009,-1.408282627,WB_WDI,P1Y,PU,Annual,Chad,GDP growth (annual %)
CHL,2009,-1.118037236,WB_WDI,P1Y,PU,Annual,Chile,GDP growth (annual %)
CHN,2009,9.402699728,WB_WDI,P1Y,PU,Annual,China,GDP growth (annual %)
COL,2009,1.139648645,WB_WDI,P1Y,PU,Annual,Colombia,GDP growth (annual %)
COM,2009,3.240601985,WB_WDI,P1Y,PU,Annual,Comoros,GDP growth (annual %)
COD,2009,0.565481558,WB_WDI,P1Y,PU,Annual,"Congo, Dem. Rep.",GDP growth (annual %)
